519702,交银趋势混合A,JYQSHHA,2022-02-18,4.3268,5.1098,0.16,0.72,-4.73,0.86,14.38,68.27,182.24,260.82,-5.22,568.22,2010-12-22,1,65.3669,1.50%,0.15%,1,0.15%,1,295.57
012940,中泰星元灵活配置混合C,ZTXYLHPZHHC,2022-02-25,2.3288,2.3288,0.22,-1.74,1.16,5.16,11.20,,,,0.86,15.33,2021-07-19,1,17.37817,,0.00%,,,,
008143,工银瑞信黄金ETF联接C,GYRXHJETFLJC,2022-03-10,0.9812,0.9812,-2.74,2.58,6.65,8.97,6.32,8.42,,,6.95,-1.88,2020-05-21,1,1.6070,,0.00%,,,,
